,Spring 2012 Season Schedule

,,Version 5 - 3/13/12
,,Home Team is listed first

Sat 3/3,ALL GAMES RAINED OUT

Mon 3/5,Con,10US1
,9:00,9:00,9:00,9:00,9:00,9:00
,SS1 VS. SS3,SRSS1 VS. SRSS3,8U11 VS. 8U1,10UF5 VS. 10UF2,8U5 VS. 8U3
,10:00,10:00,10:00,10:15,10:00,10:30
,SS6 VS. SS4,SRSS6 VS. SRSS4,12US1 VS. 12US3,10UF9 VS. 10UF8,8U4 VS. 8U9
,11:00,11:00,11:30,11:30,11:00,12:00
,SS2 VS. SS5,SRSS2 VS. SRSS5,12US2 VS. 12US4,10UF7 VS. 10UF3,8U14 VS. 8U6
,12:00,12:00,1:00,12:45,12:00,1:30
,14US1 VS. 14US3,12UF1 VS. 12UF7,10US5 VS. 10US2,10UF6 VS. 10UF4,8U13 VS. 8U2
,1:30,1:30,2:00,2:00,1:00
,14US2 VS. 14US4,12UF3 VS. 12UF2,10US3 VS. 10US1,15F3 VS. 15F1,8U10 VS. 8U7
,3:00,3:00,3:00,3:30,2:00
,14UF1 VS. 14UF7,12UF5 VS. 12UF4,14UF3 VS. 14UF2,15F5 VS. 15F4,8U8 VS. 8U12
,,4:30,,,3:00
,,12UF4 VS. 12UF7,,,14UF5 VS. 14UF4

Mon 4/16,Con,12US4
,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,SS4 VS. SS1,SS2 VS. SS6,SS3 VS. SS5,8U1 VS. 8U5,8U3 VS. 8U13
,7:15,7:15,7:15,7:15,7:15
,10US1 VS. 10US3,12UF7 VS. 12UF6,12UF3 VS. 12UF1,10UF4 VS. 10UF8,12UF4 VS. 12UF2
,8:30,8:30,8:30,8:30,8:30
,19US1 VS. 19US5,14UF6 VS. 14UF5,19US6 VS. 19US2,19US7 VS. 19US3,19US8 VS. 19US4

Tue 4/17,Con,10US5
,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,SRSS4 VS. SRSS1,SRSS2 VS. SRSS6,SRSS3 VS. SRSS5,10UF2 VS. 10UF1,8U9 VS. 8U7
,7:15,7:15,7:15,7:15,7:15
,12UF6 VS. 12UF5,14US2 VS. 14US1,14UF7 VS. 14UF6,10UF4 VS. 10UF3,14UF4 VS. 14UF2
,8:30,8:30,8:30,8:30,8:30
,15F2 VS. 15F4,14US4 VS. 14US3,14UF3 VS. 14UF1,15F3 VS. 15F5

Thu 4/19,Con,8U5
,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,8U12 VS. 8U4,8U11 VS. 8U14,8U6 VS. 8U8,10UF6 VS. 10UF5,8U2 VS. 8U10
,7:15,7:15,7:15,7:15,7:15
,10US5 VS. 10US4,10US1 VS. 10US2,12US2 VS. 12US1,10UF8 VS. 10UF7,12US4 VS. 12US3
,8:30,8:30,8:30,8:30,8:30
,19US6 VS. 19US1,19US2 VS. 19US7,19US3 VS. 19US8,19US5 VS. 19US4,15F2 VS. 15F1

Sat 4/21,Con 8:30-12:00,10UF8,Con 12:00-3:30,8U6
,Field 1,Field 2,Field 3,Field 4,Field 5,Field 6
,9:00,9:00,9:00,9:00,9:00,9:00
,SS1 VS. SS2,SRSS1 VS. SRSS2,8U6 VS. 8U13,10UF3 VS. 10UF2,8U8 VS. 8U3
,10:00,10:00,10:00,10:15,10:00,10:30
,SS3 VS. SS4,SRSS3 VS. SRSS4,12US1 VS. 12US4,10UF6 VS. 10UF1,8U4 VS. 8U11
,11:00,11:00,11:30,11:30,11:00,12:00
,SS5 VS. SS6,SRSS5 VS. SRSS6,12US3 VS. 12US2,10UF9 VS. 10UF4,8U5 VS. 8U12
,12:00,12:30,1:00,12:45,12:00,1:30
,14US1 VS. 14US4,14UF7 VS. 14UF3,10US2 VS. 10US4,10UF5 VS. 10UF8,8U1 VS. 8U7
,1:30,2:00,2:00,2:00,1:00
,14US3 VS. 14US2,12UF6 VS. 12UF2,10US3 VS. 10US5,15F1 VS. 15F2,8U10 VS. 8U14
,3:00,3:30,3:00,3:30,2:00
,14UF1 VS. 14UF5,12UF7 VS. 12UF3,14UF6 VS. 14UF2,15F3 VS. 15F4,8U2 VS. 8U9
,,,,,3:00
,,,,,12UF1 VS. 12UF5

Sun 4/22,Con,MAKE UP DAY
,Field 1,Field 2,Field 3,Field 4,Field 5
,2:00,2:00,2:00,2:00,2:00
,,,,10UF6 VS. 10UF9,14UF1 VS. 14UF2
,3:15,3:15,3:15,3:15,3:15
,,,,10UF1 VS. 10UF6
,4:30,4:30,4:30,4:30,4:30


Mon 4/23,Con,SRSS5
,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,SS2 VS. SS3,SS6 VS. SS1,SS4 VS. SS5,10UF7 VS. 10UF9,8U2 VS. 8U5
,7:15,7:15,7:15,7:15,7:15
,10US2 VS. 10US5,12UF2 VS. 12UF5,12UF7 VS. 12UF4,10UF8 VS. 10UF3,12UF1 VS. 12UF6
,8:30,8:30,8:30,8:30,8:30
,,14UF1 VS. 14UF6,14UF5 VS. 14UF3,15F1 VS. 15F5

Tue 4/24,Con,8U9
,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,SRSS2 VS. SRSS3,SRSS6 VS. SRSS1,SRSS4 VS. SRSS5,8U4 VS. 8U14,8U1 VS. 8U8
,7:15,7:15,7:15,7:15,7:15
,12UF3 VS. 12UF4,14US3 VS. 14US1,14UF2 VS. 14UF5,10UF9 VS. 10UF6,10UF2 VS. 10UF7
,8:30,8:30,8:30,8:30,8:30
,15F5 VS. 15F1,14US4 VS. 14US2,14UF7 VS. 14UF4,15F2 VS. 15F3

Thu 4/26,Con,8U14
,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,8U3 VS. 8U7,8U11 VS. 8U6,8U10 VS. 8U12,10UF1 VS. 10UF5,8U9 VS. 8U13
,7:15,7:15,7:15,7:15,7:15
,10US3 VS. 10US4,10US5 VS. 10US1,12US3 VS. 12US1,10UF6 VS. 10UF2,12US4 VS. 12US2
,8:30,8:30,8:30,8:30,8:30
,19US1 VS. 19US7,19US2 VS. 19US8,19US3 VS. 19US5,19US4 VS. 19US6,15F4 VS. 15F3

Sat 4/28,Con 8:30-12:00,10US4,Con 12:00-3:30,8U10
,Field 1,Field 2,Field 3,Field 4,Field 5,Field 6
,9:00,9:00,9:00,9:00,9:00,9:00
,SS1 VS. SS5,SRSS1 VS. SRSS5,8U7 VS. 8U2,10UF7 VS. 10UF6,8U3 VS. 8U10
,10:00,10:00,10:00,10:15,10:00,10:30
,SS2 VS. SS4,SRSS2 VS. SRSS4,12US1 VS. 12US2,10UF1 VS. 10UF8,8U13 VS. 8U4
,11:00,11:00,11:30,11:30,11:00,12:00
,SS6 VS. SS3,SRSS6 VS. SRSS3,12US3 VS. 12US4,10UF5 VS. 10UF9,8U5 VS. 8U11
,12:00,12:00,1:00,12:45,12:00,1:30
,14US1 VS. 14US2,12UF4 VS. 12UF1,10US2 VS. 10US3,10UF4 VS. 10UF2,8U12 VS. 8U1
,1:30,1:30,2:00,2:00,1:00
,14US3 VS. 14US4,12UF6 VS. 12UF3,10US4 VS. 10US1,15F4 VS. 15F1,8U6 VS. 8U9
,3:00,3:00,3:00,3:30,2:00
,14UF4 VS. 14UF1,12UF5 VS. 12UF7,14UF6 VS. 14UF3,15F2 VS. 15F5,8U14 VS. 8U8
,,,,,3:00
,,,,,14UF5 VS. 14UF7
